,sido,sgg,openDate,bedCount,instkind,revenue1,salescost1,sga1,salary1,noi1,noe1,interest1,ctax1,profit1,liquidAsset1,quickAsset1,receivableS1,inventoryAsset1,nonCAsset1,tanAsset1,OnonCAsset1,receivableL1,debt1,liquidLiabilities1,shortLoan1,NCLiabilities1,longLoan1,netAsset1,surplus1,revenue2,salescost2,sga2,salary2,noi2,noe2,interest2,ctax2,profit2,liquidAsset2,quickAsset2,receivableS2,inventoryAsset2,nonCAsset2,tanAsset2,OnonCAsset2,receivableL2,debt2,liquidLiabilities2,shortLoan2,NCLiabilities2,longLoan2,netAsset2,surplus2,employee1,employee2,ownerChange,inst_id,0
10,8,169,20071109.0,-999.0,6,70340410791.0,15703609481.0,51774179537.0,32040054580.0,446597276.0,1730254303.0,1658762094.0,238518390.0,1340446356.0,9285804386.0,8766996223.0,13083630.0,518808163.0,56412209806.0,55132585663.0,940029255.0,0.0,57040737104.0,18867341663.0,10966044435.0,38173395441.0,23647710000.0,8657277088.0,7321694997.0,56091019850.0,12750399682.0,41355281669.0,26619996530.0,1604990993.0,2068379179.0,1941941841.0,0.0,1521950313.0,9677090984.0,9071466702.0,11432010.0,605624282.0,62560959004.0,60246819338.0,980529255.0,0.0,62419285026.0,15143328141.0,7749622618.0,47275956885.0,33318400000.0,9818764962.0,8483182871.0,532.0,409.0,2,24,1
11,13,91,20080404.0,183.0,4,9030641727.0,1925932740.0,7538562879.0,5698014783.0,109284954.0,541063584.0,163287381.0,0.0,-865632522.0,1709659328.0,1407379317.0,1012639927.0,302280011.0,9239931318.0,9214931318.0,21000000.0,0.0,14771180259.0,13006480259.0,10041612242.0,1764700000.0,1634700000.0,-3821589613.0,-8636717673.0,10042045272.0,2017184090.0,7871505349.0,5909383187.0,77602640.0,210451123.0,190696723.0,0.0,20507350.0,1755944994.0,1427059290.0,1059618701.0,328885704.0,9413528202.0,9390528202.0,19000000.0,0.0,14125430287.0,11485976051.0,7929080077.0,2639454236.0,2227082500.0,-2955957091.0,-7771085151.0,128.0,127.0,1,28,1
12,4,50,19820630.0,363.0,3,181000000000.0,49235683539.0,127000000000.0,82395611833.0,3057687703.0,6022483596.0,640952504.0,644745396.0,1183258914.0,27352849369.0,26894214963.0,21441826107.0,458634406.0,104000000000.0,102000000000.0,2335743450.0,0.0,95318613523.0,68916350701.0,10000000000.0,26402262822.0,294000000.0,36531619577.0,0.0,170000000000.0,44719034745.0,122000000000.0,78900698511.0,3789379534.0,5334702652.0,813426555.0,420245773.0,1592170924.0,26469057301.0,25560267788.0,18084349377.0,908789513.0,95184882567.0,92767139117.0,2367743450.0,0.0,86305579205.0,35265508986.0,0.0,51040070219.0,25000000000.0,35348360663.0,0.0,1637.0,1547.0,2,29,1
13,15,36,20080801.0,173.0,4,6637115540.0,0.0,7465698401.0,3715042090.0,230399498.0,1903198445.0,1779580634.0,0.0,-2501381808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7435991091.0,0.0,8509531708.0,3991394550.0,171080134.0,1652998533.0,1498246052.0,7460.0,-2555466476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,2,30,1
14,0,63,20030102.0,363.0,3,170000000000.0,42064606476.0,109000000000.0,66634991840.0,3801171573.0,11496795211.0,285988609.0,2308489420.0,8558211319.0,38062406247.0,37228891295.0,0.0,833514952.0,37340888939.0,27085294836.0,6386363340.0,0.0,51120475551.0,33139036423.0,9314062586.0,17981439128.0,399980000.0,24282819635.0,17060885860.0,156000000000.0,39540787365.0,105000000000.0,62115136520.0,3403901891.0,7619548245.0,356641758.0,1005360330.0,6053922957.0,28574636058.0,27722362014.0,0.0,852274044.0,28997831163.0,21139061910.0,6301729600.0,0.0,41887732607.0,27476580733.0,3856641662.0,14411151874.0,6216570000.0,15684734614.0,8462800839.0,1816.0,1104.0,2,31,1
15,0,64,19950330.0,226.0,3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,566.0,566.0,2,32,1
16,12,29,20080901.0,264.0,5,5367782548.0,288007908.0,5048359982.0,3134553741.0,24357385.0,263699825.0,235333228.0,0.0,-207927782.0,981030847.0,830128052.0,623743250.0,150902795.0,10638530803.0,10516902803.0,100000000.0,0.0,8878821061.0,8549774752.0,7875500000.0,329046309.0,0.0,2740740589.0,0.0,5435696872.0,241095164.0,4786823807.0,2964032674.0,55879968.0,463091351.0,135121398.0,0.0,566518.0,1776279063.0,1666858727.0,586269344.0,109420336.0,6669781360.0,6504825176.0,110331000.0,0.0,5485023978.0,5485023978.0,4824500000.0,0.0,0.0,2961036445.0,0.0,104.0,100.0,2,40,1
17,7,160,20070817.0,131.0,4,17040391156.0,1491678256.0,14924985775.0,8867072153.0,27419553.0,559698959.0,546941872.0,18181010.0,73266709.0,2708426104.0,2600347294.0,13034720.0,68778810.0,12915514097.0,12109278229.0,143451200.0,0.0,14496328560.0,9199872030.0,7853480746.0,5296456530.0,3500000000.0,1127611641.0,0.0,16002235597.0,2237264054.0,13135198125.0,8553639869.0,45697401.0,553952657.0,510557300.0,40003260.0,81514902.0,1761033241.0,1682018969.0,9000000.0,79014272.0,13669868783.0,12825144239.0,127161200.0,0.0,14376557092.0,9547870363.0,7946937214.0,4828686729.0,3500000000.0,1054344932.0,0.0,244.0,258.0,2,41,1
18,8,170,20000308.0,190.0,3,17372705323.0,0.0,16210934661.0,7198103374.0,45698760.0,537367939.0,434253849.0,59942018.0,610159465.0,3538511305.0,3213633282.0,66690762.0,324878023.0,30599083405.0,30514588405.0,84495000.0,0.0,23085740075.0,12053430075.0,7282434248.0,11032310000.0,10172310000.0,11051854635.0,5559083205.0,15786437574.0,0.0,14064253533.0,5857551182.0,14366022.0,301261461.0,270322351.0,135978310.0,1299310292.0,5069551007.0,4777747072.0,5000000.0,291803935.0,18503884435.0,18469037935.0,34846500.0,0.0,14248880272.0,7614880272.0,4571889226.0,6630000000.0,6100000000.0,9324555170.0,4441943205.0,187.0,165.0,1,43,1
19,10,142,20130208.0,0.0,1,114000000000.0,75405015604.0,33928218043.0,14218872279.0,2705724652.0,568031005.0,533463540.0,1000244220.0,5772890707.0,39035674003.0,38102063010.0,210364842.0,933610993.0,34408462067.0,26834571215.0,2983697377.0,0.0,43312642068.0,26889310068.0,6456323333.0,16423332000.0,16333332000.0,30131494002.0,29794611319.0,100000000000.0,66190334568.0,29991086756.0,12475628154.0,2298432270.0,437359327.0,311529212.0,785705260.0,5211998562.0,37993273059.0,36923291280.0,159990455.0,1069981779.0,18462056332.0,14490573404.0,2418737377.0,0.0,30517463197.0,26799663197.0,9000000000.0,3717800000.0,3627800000.0,25937866194.0,25617866194.0,431.0,412.0,2,46,1
20,3,40,19970228.0,154.0,4,13516957558.0,2469250576.0,10723923120.0,6759008058.0,27333859.0,190260103.0,185648368.0,0.0,160857618.0,2127027527.0,2010006633.0,1321744353.0,117020894.0,17296814256.0,17192707456.0,91058000.0,0.0,9176201949.0,9176201949.0,6149040062.0,0.0,0.0,10247639834.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,-999.0,0,48,0
21,15,87,19990708.0,16.0,1,16642093748.0,2291117783.0,14492497375.0,9366198552.0,619725293.0,212716684.0,146502812.0,218515435.0,46971764.0,2697854589.0,2503369546.0,1506304290.0,194485043.0,11411890818.0,10160896540.0,546078000.0,0.0,14109745407.0,7301730547.0,5055821980.0,6808014860.0,1665604660.0,0.0,0.0,15553369080.0,2076430111.0,12621964551.0,8924030248.0,114026059.0,228613353.0,123389703.0,150124208.0,590262916.0,2108702276.0,1921509778.0,1513056635.0,175423430.0,9624756649.0,8691815555.0,547078000.0,0.0,11733458925.0,6586241453.0,4651016631.0,5147217472.0,787799100.0,0.0,0.0,361.0,235.0,2,54,1
22,12,34,20060629.0,-999.0,4,3207566930.0,26568783.0,3242980986.0,1628327842.0,370387.0,0.0,0.0,0.0,-61612452.0,5021154737.0,4648822830.0,0.0,372331907.0,35966517012.0,34950096428.0,877111000.0,0.0,24367583508.0,9299760234.0,4579304677.0,15067823274.0,9630291360.0,16620088241.0,0.0,3493286770.0,92333940.0,4614432658.0,1871573913.0,3331.0,842694896.0,835709710.0,0.0,-2056171393.0,5548918205.0,5252864326.0,2651482168.0,296053879.0,35512534044.0,34370840460.0,935991000.0,0.0,24814213959.0,8077364409.0,0.0,16736849550.0,10281084209.0,16247238290.0,0.0,-999.0,-999.0,0,64,0
23,1,152,20160408.0,125.0,4,1966087246.0,0.0,3274224097.0,1874379606.0,32766946.0,226752100.0,177479944.0,0.0,-1502122005.0,4877642630.0,4591310361.0,180549803.0,286332269.0,14981392771.0,14948642771.0,32750000.0,0.0,16841701291.0,8095464266.0,4520939093.0,8746237025.0,8409713210.0,3017334110.0,-8600000000.0,600351257.0,53290712.0,1571064894.0,958722990.0,331645050.0,2627730.0,1766730.0,0.0,-694987029.0,244849392.0,205932422.0,0.0,38916970.0,14628191865.0,14584155115.0,21670000.0,0.0,10353585142.0,2203171223.0,985575770.0,8150413919.0,8009713210.0,4519456115.0,-8600000000.0,41.0,41.0,1,66,1
24,3,40,20000901.0,137.0,4,14160552030.0,0.0,13492398934.0,7324876474.0,168016259.0,433890026.0,415813473.0,0.0,402279329.0,4827228979.0,4642424432.0,3959316772.0,184804547.0,14401133295.0,13983788546.0,51674083.0,0.0,14593476393.0,7655710757.0,4417157896.0,6937765636.0,6271624202.0,4634885881.0,0.0,13120243794.0,0.0,12948536643.0,7094175850.0,254652613.0,412093968.0,408449730.0,0.0,14265796.0,4372326461.0,4215369132.0,3547014694.0,156957329.0,14052778516.0,13646548787.0,51674083.0,0.0,14192498425.0,7227835113.0,4518592257.0,6964663312.0,6275018100.0,4232606552.0,0.0,187.0,190.0,2,68,1
25,15,83,20051207.0,212.0,5,9041162635.0,401400515.0,7682105358.0,3990164600.0,53191709.0,592562318.0,120762318.0,75726874.0,342559279.0,2124049832.0,2089656944.0,1008417418.0,34392888.0,14211990071.0,10493596731.0,3623664050.0,0.0,8811895444.0,4540070406.0,4000000000.0,4271825038.0,0.0,7524144459.0,0.0,9223018840.0,471737331.0,7354982757.0,3816224486.0,91877352.0,821323039.0,116076986.0,127883167.0,538969898.0,1593779102.0,1565002835.0,793444049.0,28776267.0,14043973537.0,10325580197.0,3623664050.0,0.0,8456167459.0,4594204705.0,4000000000.0,3861962754.0,0.0,7181585180.0,0.0,110.0,112.0,2,76,1
26,1,162,19940411.0,349.0,3,57155206254.0,4645186.0,61175134872.0,27200710550.0,466136732.0,1054819373.0,1032999373.0,0.0,-4613256445.0,3626445967.0,3162131590.0,1134537082.0,464314377.0,51406607527.0,50534527267.0,822080260.0,0.0,52161133806.0,20479298014.0,3965356675.0,31681835792.0,25900000000.0,2871919688.0,4679894337.0,51834936360.0,1344866.0,51100469265.0,23155231435.0,671705474.0,1052563029.0,1037013029.0,0.0,352264674.0,5243617207.0,4938127716.0,1630241827.0,305489491.0,54315017386.0,53227848596.0,1037168790.0,0.0,46156509710.0,21432068809.0,4504155358.0,24724440901.0,23924440901.0,13402124883.0,4679894337.0,457.0,457.0,2,78,1
27,16,127,20140912.0,337.0,5,23123270197.0,0.0,21169901408.0,10774992360.0,7302719335.0,6270564491.0,1110955407.0,27376930.0,2958146703.0,8480220252.0,8387323285.0,7323609391.0,92896967.0,55253910669.0,53685908489.0,1451500000.0,0.0,27819349936.0,5165532803.0,3957283506.0,22653817133.0,16272556333.0,35914780985.0,0.0,30276580211.0,0.0,28095391638.0,14669120183.0,275357469.0,1692285396.0,1614460586.0,16752890.0,747507756.0,2203998505.0,2053815020.0,0.0,150183485.0,68809824843.0,67882547820.0,627500000.0,0.0,37990945836.0,3939689052.0,2284480382.0,34051256784.0,32046995984.0,33022877512.0,0.0,210.0,149.0,2,79,1
28,0,64,20061017.0,264.0,4,22687036399.0,1050964274.0,19418606986.0,12345720610.0,297368394.0,663350300.0,650857494.0,249487440.0,1601995793.0,3863651711.0,3827923325.0,1503155863.0,25741640.0,35757370803.0,34811770803.0,115000000.0,0.0,21640800085.0,6065857855.0,3850000000.0,15574942230.0,13252669142.0,17980222429.0,0.0,18991534978.0,957522929.0,16173316271.0,10745966560.0,144787844.0,1344677137.0,693756134.0,122546122.0,538260363.0,2907571417.0,2882613004.0,1440519031.0,24958413.0,35122935739.0,34182113281.0,179100000.0,0.0,21033704815.0,7477280096.0,4150000000.0,13556424719.0,13536424719.0,16996802341.0,0.0,344.0,280.0,2,80,1
29,3,46,19760409.0,230.0,3,26125512154.0,19904878062.0,5246306584.0,0.0,300973614.0,292631634.0,138887344.0,306610807.0,676058681.0,4797187647.0,4496783971.0,0.0,300403676.0,15361654966.0,15142473303.0,17927000.0,0.0,12932505433.0,9480942290.0,3600000000.0,3451563143.0,249140000.0,7226337180.0,5062881574.0,25106886220.0,19091326034.0,5370725088.0,0.0,241806141.0,203589664.0,162999638.0,61232160.0,621819415.0,4433666677.0,4163709581.0,0.0,269957096.0,15239162475.0,14987320772.0,33907000.0,0.0,10011702653.0,9687463170.0,3700000000.0,324239483.0,223320000.0,9661126499.0,7497670893.0,250.0,260.0,2,85,1
30,12,118,19971230.0,88.0,4,3426305580.0,453817360.0,2781678264.0,1666742310.0,477127577.0,519638437.0,160539629.0,25698840.0,122600256.0,5034437525.0,5031790152.0,184591490.0,2647373.0,3220670632.0,3175405717.0,2500000.0,0.0,5278504783.0,4691630383.0,3540358611.0,586874400.0,0.0,2976603374.0,0.0,4009625730.0,596277386.0,3159665369.0,1620635510.0,415241708.0,554689036.0,181628516.0,91251090.0,22984557.0,4955381080.0,4952522257.0,286224540.0,2858823.0,3371806928.0,3316973242.0,2500000.0,0.0,5401068870.0,4835727055.0,3577292938.0,565341815.0,0.0,2926119138.0,0.0,48.0,52.0,2,86,1
31,9,157,20080407.0,187.0,4,8761414651.0,1373086302.0,7506155273.0,4752253546.0,537533747.0,262143039.0,199831607.0,9872460.0,147691324.0,1145525082.0,1082579387.0,976782953.0,56327091.0,6939148257.0,6589188046.0,70000000.0,0.0,6973177184.0,5820444566.0,3487652670.0,1152732618.0,742732618.0,1111496155.0,0.0,8302045565.0,1325568437.0,6927927344.0,4508777900.0,403713077.0,265408973.0,210608973.0,0.0,186853888.0,1186910516.0,1119593441.0,930791978.0,57221918.0,7274576712.0,7021511402.0,30000000.0,0.0,7497682397.0,5703445683.0,3029546285.0,1794236714.0,1384236714.0,963804831.0,0.0,109.0,109.0,2,88,1
32,10,139,20001227.0,45.0,4,38159327290.0,4426206627.0,30564506767.0,16920919058.0,605924077.0,1323688460.0,194923903.0,741765380.0,1709084133.0,15128957208.0,14628997808.0,3146224714.0,499959400.0,20853134102.0,18570421102.0,1868530000.0,0.0,15073466536.0,7494602228.0,3405586548.0,7578864308.0,2133260000.0,20908624774.0,11729172334.0,36631428185.0,4371449253.0,30355929477.0,16486027083.0,907963345.0,818018408.0,157275505.0,421028000.0,1572966392.0,15248030464.0,14807681081.0,3903879492.0,440349383.0,21301511151.0,19900854151.0,1075830000.0,0.0,17350000974.0,10414628225.0,6009944904.0,6935372749.0,2400000000.0,19199540641.0,10020088201.0,292.0,292.0,2,90,1
33,1,130,19880803.0,72.0,5,14147342340.0,841074594.0,12395462307.0,5034945793.0,93066815.0,710418482.0,574838813.0,39882966.0,253570806.0,7650272130.0,7543431519.0,0.0,106840611.0,13806590454.0,13578014622.0,49770000.0,0.0,16510908459.0,5939480593.0,2779650340.0,10571427866.0,9547664597.0,4945954125.0,4747472890.0,13589695515.0,795007634.0,12082957368.0,4873212569.0,111933380.0,633325095.0,512992133.0,28006523.0,162332275.0,7220546761.0,7116533241.0,0.0,104013520.0,14100013489.0,13870414377.0,49770000.0,0.0,16628142791.0,5587529973.0,2790965652.0,11040612818.0,9196718811.0,4692417459.0,4747472890.0,121.0,121.0,2,102,1
34,8,92,20070115.0,213.0,5,5508370175.0,0.0,5126031648.0,1839841830.0,16410940.0,201196155.0,165572675.0,22839130.0,174714182.0,2021227032.0,2021227032.0,1501758712.0,0.0,5170774751.0,5096263750.0,74510001.0,0.0,3592347009.0,2990220649.0,2650000000.0,602126360.0,602126360.0,3599654774.0,0.0,5567875940.0,0.0,5210019420.0,1827642290.0,47387080.0,305906021.0,189720403.0,15087110.0,84250469.0,2279898038.0,2231281032.0,1537831863.0,48617006.0,5268175649.0,5193664648.0,74510001.0,0.0,4123133095.0,3164268636.0,2650000000.0,958864459.0,958864459.0,3424940592.0,0.0,83.0,85.0,2,103,1
35,0,67,20121030.0,191.0,5,5295972720.0,0.0,5065356356.0,3044554657.0,15379884.0,185653421.0,125737963.0,18990300.0,41352527.0,487931838.0,487931838.0,49914039.0,0.0,5854233945.0,5744108680.0,37837265.0,0.0,4739738327.0,3036475294.0,2434448491.0,1703263033.0,1440440000.0,1602427456.0,252392656.0,5236492630.0,0.0,4549670010.0,2686918190.0,15129037.0,480819257.0,250857332.0,5743390.0,215389010.0,900775098.0,900775098.0,164641379.0,0.0,5822083833.0,5743402243.0,30489590.0,0.0,5161784002.0,3189589506.0,2777256281.0,1972194496.0,1763340000.0,1561074929.0,211040129.0,100.0,100.0,2,111,1
36,16,127,20110901.0,172.0,5,9192504519.0,0.0,8555544520.0,4913559797.0,61214999.0,456201392.0,432210301.0,364060.0,241609546.0,1227436623.0,1186485950.0,0.0,40950673.0,18829561177.0,18032017487.0,83384800.0,0.0,13067442626.0,5622116224.0,2422929230.0,7445326402.0,7175326402.0,6989555174.0,4320806671.0,5842067150.0,0.0,5444479561.0,3259958911.0,10381452.0,176577654.0,144917304.0,17606680.0,213784707.0,535840853.0,521415481.0,0.0,14425372.0,12616852822.0,11871143997.0,6000000.0,0.0,10725554718.0,2956858657.0,304480000.0,7768696061.0,7568696061.0,2427138957.0,0.0,154.0,82.0,2,114,1
37,15,23,20070808.0,300.0,5,9577573802.0,568952436.0,8613352563.0,4231492903.0,20781846.0,221476668.0,215328672.0,32812509.0,161761472.0,1355692292.0,1355692292.0,0.0,0.0,6297330990.0,5716920256.0,500410734.0,0.0,5799514405.0,2914450800.0,2329468236.0,2885063605.0,2685063605.0,1853508877.0,0.0,5518800671.0,221780955.0,5021109762.0,2343115336.0,45762216.0,155873486.0,152257065.0,21936743.0,143861941.0,1109618512.0,1109618512.0,16418709.0,0.0,5764482916.0,5161642182.0,482840734.0,0.0,5182354023.0,3540354023.0,2791779808.0,1640000000.0,1440000000.0,1691747405.0,0.0,134.0,42.0,2,117,1
38,9,155,20091014.0,59.0,4,5686432796.0,1482965205.0,4394591085.0,2807741271.0,253267645.0,329876369.0,267962624.0,0.0,-267732218.0,3783597627.0,3429213043.0,0.0,18604771.0,4680791245.0,4663990245.0,6186000.0,0.0,8041976399.0,7228886399.0,2237607438.0,813090000.0,813090000.0,422412473.0,606276675.0,6109728570.0,1519820726.0,4510133891.0,2847467502.0,64365067.0,211098889.0,165680089.0,0.0,-66959869.0,3612326955.0,3252490509.0,0.0,24616233.0,4096636095.0,4079835095.0,6186000.0,0.0,6942768034.0,6074058933.0,1865973041.0,868709101.0,825090000.0,766195016.0,606276675.0,107.0,55.0,2,121,1
39,7,166,19880524.0,187.0,4,6034710275.0,510342913.0,5754978655.0,3508651496.0,489136760.0,91533170.0,79863795.0,26824720.0,140167577.0,1518516370.0,1508153860.0,1064929972.0,10362510.0,6422545392.0,6374719491.0,27680778.0,0.0,5859362264.0,3670893372.0,2203835331.0,2188468892.0,424169870.0,2081699498.0,1866629194.0,5821726521.0,503584973.0,5315478122.0,3342374913.0,295576844.0,125112785.0,70187592.0,0.0,173127485.0,1495228570.0,1483654387.0,975536503.0,11574183.0,4973323520.0,4946706426.0,5801800.0,0.0,5477950169.0,3604163596.0,1913456850.0,1873786573.0,424169870.0,990601921.0,915699194.0,89.0,95.0,2,122,1
